key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2012-02-12 15:56:08.0000003,4.5,2012-02-12 15:56:08 UTC,-73.983227,40.738918,-73.990085,40.729452,1
2013-04-12 20:13:42.0000001,10.0,2013-04-12 20:13:42 UTC,-74.00553599999999,40.741006,-74.01557700000001,40.709957,1
2015-03-07 10:02:38.0000003,5.5,2015-03-07 10:02:38 UTC,-73.96630859375,40.79444122314453,-73.9620132446289,40.80525970458984,6
2011-08-19 00:42:02.0000001,8.9,2011-08-19 00:42:02 UTC,-73.957574,40.769887,-73.98515400000001,40.732201,1
2012-07-20 09:26:27.0000001,6.9,2012-07-20 09:26:27 UTC,-74.011608,40.714802,-74.008608,40.704201,1
2009-04-23 07:30:04.0000003,8.5,2009-04-23 07:30:04 UTC,-73.947808,40.775315,-73.97479,40.757487,1
2009-07-13 16:44:00.00000090,7.7,2009-07-13 16:44:00 UTC,-73.982292,40.745407,-73.96329,40.765875,2
2010-02-26 12:38:01.0000001,8.1,2010-02-26 12:38:01 UTC,-73.968351,40.762265,-73.990636,40.761204,1
2011-03-14 23:35:52.0000002,4.5,2011-03-14 23:35:52 UTC,-73.987437,40.738756,-73.979159,40.747878,1
2013-07-01 13:58:32.0000005,20.5,2013-07-01 13:58:32 UTC,-73.954938,40.769195,-73.99219699999999,40.750712,1
2014-11-10 19:16:00.00000034,4.5,2014-11-10 19:16:00 UTC,-73.98633199999999,40.734205,-73.98440500000001,40.728707,2
2011-01-14 17:07:36.0000001,5.7,2011-01-14 17:07:36 UTC,-73.982524,40.735653000000006,-73.988734,40.748532,1
2014-09-17 11:02:00.000000157,12.5,2014-09-17 11:02:00 UTC,-73.97465,40.762240000000006,-73.9802,40.732185,1
2015-01-29 12:22:31.0000004,10.0,2015-01-29 12:22:31 UTC,-73.9668426513672,40.79374313354492,-73.96183776855469,40.773921966552734,1
