key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2009-10-22 09:35:00.00000093,10.9,2009-10-22 09:35:00 UTC,-73.982077,40.771803000000006,-73.983412,40.762352,1
2010-10-18 10:36:22.0000001,12.9,2010-10-18 10:36:22 UTC,-73.984691,40.759012,-74.010137,40.70976,1
2009-11-20 09:35:00.000000168,6.5,2009-11-20 09:35:00 UTC,-73.982987,40.759127,-73.975548,40.751888,5
2011-08-23 16:03:00.00000071,6.1,2011-08-23 16:03:00 UTC,-73.973658,40.759922,-73.962273,40.776038,1
2011-03-12 05:12:00.00000033,25.3,2011-03-12 05:12:00 UTC,-73.990995,40.700013,-73.96423,40.794668,1
2012-01-27 09:11:00.000000139,13.7,2012-01-27 09:11:00 UTC,-74.00527,40.749027000000005,-73.956165,40.78813,6
2014-07-11 21:16:51.0000006,8.0,2014-07-11 21:16:51 UTC,-73.995163,40.739348,-73.981053,40.758238,1
2009-10-15 14:11:00.000000200,13.7,2009-10-15 14:11:00 UTC,-73.980372,40.758795,-73.953998,40.77946,1
2012-11-06 23:57:41.0000005,12.5,2012-11-06 23:57:41 UTC,-73.982102,40.763281,-73.947289,40.781853000000005,1
2012-11-15 12:56:48.0000003,8.5,2012-11-15 12:56:48 UTC,-73.980133,40.780615,-73.954759,40.784127000000005,1
2013-04-14 10:28:38.0000001,16.5,2013-04-14 10:28:38 UTC,-73.980747,40.750243,-74.012541,40.701640000000005,2
2013-06-15 23:05:08.0000001,4.5,2013-06-15 23:05:08 UTC,-73.980248,40.742703000000006,-73.974835,40.747655,1
2013-12-17 06:19:00.0000003,5.0,2013-12-17 06:19:00 UTC,-73.982287,40.762515,-73.97847800000001,40.7583,5
2010-12-31 21:32:53.0000001,5.3,2010-12-31 21:32:53 UTC,-73.928211,40.86516,-73.935785,40.850214,1
2011-09-10 09:59:28.0000002,4.5,2011-09-10 09:59:28 UTC,-73.972459,40.795821,-73.972813,40.786724,1
2015-02-22 12:36:51.0000005,6.0,2015-02-22 12:36:51 UTC,-73.97938537597656,40.76352310180664,-73.97763061523438,40.75525283813477,1
2014-07-07 18:46:00.00000031,9.5,2014-07-07 18:46:00 UTC,-73.97275,40.74364,-73.99025,40.73708,5
2010-05-03 18:47:34.0000002,7.3,2010-05-03 18:47:34 UTC,-73.971867,40.763951,-73.951193,40.769241,1
2014-10-15 20:25:51.0000003,9.5,2014-10-15 20:25:51 UTC,-73.952588,40.776843,-73.97277,40.755652000000005,1
2015-03-17 07:43:12.0000001,21.5,2015-03-17 07:43:12 UTC,-73.96704864501955,40.76914978027344,-74.01091766357422,40.703140258789055,1
2009-07-10 11:34:34.0000001,5.3,2009-07-10 11:34:34 UTC,-73.99291,40.748244,-73.99044599999999,40.737392,1
2009-07-26 05:12:17.0000001,2.5,2009-07-26 05:12:17 UTC,-73.983574,40.75296,-73.983467,40.752849,1
2012-05-24 20:32:23.0000002,10.5,2012-05-24 20:32:23 UTC,-73.982568,40.739613,-73.95387,40.775003000000005,1
2012-08-26 18:30:40.0000002,13.3,2012-08-26 18:30:40 UTC,-73.872653,40.774423,-73.9272,40.743824,1
2013-03-21 09:27:41.0000005,6.0,2013-03-21 09:27:41 UTC,-73.992935,40.76301,-73.99104399999999,40.757974,1
2013-12-29 22:50:00.00000079,9.5,2013-12-29 22:50:00 UTC,-73.977515,40.742372,-73.951515,40.766447,1
2014-09-04 13:45:00.000000102,13.5,2014-09-04 13:45:00 UTC,-73.9944,40.75072,-73.97795,40.75427,1
2015-03-17 18:55:26.0000006,9.0,2015-03-17 18:55:26 UTC,-73.97223663330078,40.74961471557617,-73.97931671142578,40.72754669189453,1
