key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2014-12-12 18:44:00.000000209,7.0,2014-12-12 18:44:00 UTC,-73.993152,40.722575,-73.999888,40.734607,1
2009-06-07 10:07:00.00000075,5.3,2009-06-07 10:07:00 UTC,-73.99631,40.709315,-74.011833,40.702822,1
2009-10-08 13:36:00.000000194,45.0,2009-10-08 13:36:00 UTC,-73.98154699999999,40.764745,-73.79037199999999,40.643798,1
2010-09-20 15:11:00.000000184,13.7,2010-09-20 15:11:00 UTC,-73.989728,40.733712,-73.982197,40.740255,1
2011-01-13 10:48:00.00000040,9.7,2011-01-13 10:48:00 UTC,-73.97788299999999,40.748808,-73.993562,40.751973,1
2015-03-25 09:44:09.0000007,12.0,2015-03-25 09:44:09 UTC,-73.9875259399414,40.7244987487793,-74.00791931152342,40.71175003051758,1
2009-01-15 12:40:00.000000119,5.3,2009-01-15 12:40:00 UTC,-73.98655,40.760883,-73.988578,40.774032,1
2010-08-16 21:35:00.00000076,5.3,2010-08-16 21:35:00 UTC,-73.998202,40.740603,-74.007605,40.747837,6
2011-04-02 01:05:15.0000004,7.7,2011-04-02 01:05:15 UTC,-73.979564,40.735405,-73.955686,40.768065,1
2013-03-16 20:57:11.0000004,7.5,2013-03-16 20:57:11 UTC,0.0,0.0,0.0,0.0,1
2013-04-19 20:03:45.0000001,10.0,2013-04-19 20:03:45 UTC,-73.979292,40.75041,-73.988945,40.72696,1
2013-07-14 01:23:03.0000001,6.0,2013-07-14 01:23:03 UTC,-73.970157,40.760105,-73.982247,40.742772,1
2010-02-14 22:04:00.000000200,45.0,2010-02-14 22:04:00 UTC,-73.983137,40.731465,-73.983127,40.731442,2
2011-12-01 23:33:00.000000157,19.7,2011-12-01 23:33:00 UTC,-73.990923,40.733995,-73.963663,40.674692,1
2013-08-22 06:43:00.00000022,5.5,2013-08-22 06:43:00 UTC,-73.97104300000001,40.75439,-73.98313,40.761155,1
2009-03-02 20:07:00.00000060,14.9,2009-03-02 20:07:00 UTC,-73.982605,40.735478,-74.00348199999999,40.680743,1
2009-12-20 23:04:06.0000003,4.9,2009-12-20 23:04:06 UTC,-73.983109,40.775454,-73.984085,40.765174,1
2012-08-12 02:41:14.0000001,7.7,2012-08-12 02:41:14 UTC,-73.989908,40.734016,-73.989112,40.757678000000006,2
2013-05-19 05:07:00.00000034,26.83,2013-05-19 05:07:00 UTC,-73.953642,40.81717,-73.87154,40.771582,5
2015-05-23 17:03:26.0000005,7.0,2015-05-23 17:03:26 UTC,-73.98587799072266,40.75738525390625,-73.99959564208984,40.76150131225585,4
2010-08-25 22:45:23.0000001,8.5,2010-08-25 22:45:23 UTC,-73.98664000000001,40.761423,-74.001738,40.735564,1
2010-10-19 08:25:00.000000232,30.1,2010-10-19 08:25:00 UTC,-73.972755,40.677718,-73.872665,40.774488,5
2014-11-27 13:15:00.00000034,8.0,2014-11-27 13:15:00 UTC,-73.96582,40.76261,-73.94678,40.77219,1
2009-03-16 16:33:00.000000105,4.1,2009-03-16 16:33:00 UTC,-73.96209499999999,40.770545,-73.96752,40.769008,5
