key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2013-07-31 09:31:00.000000124,7.0,2013-07-31 09:31:00 UTC,-73.9894,40.756855,-73.992802,40.768222,1
2010-03-22 14:59:45.0000001,3.7,2010-03-22 14:59:45 UTC,-73.961353,40.765069,-73.96051999999999,40.769931,1
2011-12-21 21:40:17.0000001,6.5,2011-12-21 21:40:17 UTC,-74.0098,40.7205,-74.009,40.7408,4
2012-05-21 11:37:42.0000002,15.3,2012-05-21 11:37:42 UTC,-73.99217,40.76432,-73.96621400000001,40.762562,1
2014-08-21 12:40:24.0000002,38.33,2014-08-21 12:40:24 UTC,-73.977151,40.776857,-73.861551,40.768274,1
2012-10-10 12:40:54.0000004,6.5,2012-10-10 12:40:54 UTC,-73.98075899999999,40.680705,-73.989813,40.690149,1
2013-01-04 17:06:26.0000004,17.0,2013-01-04 17:06:26 UTC,-74.001311,40.75699,-73.948801,40.797008,1
2009-11-12 08:33:00.00000091,10.1,2009-11-12 08:33:00 UTC,-74.00095999999999,40.731835,-73.97434200000001,40.751058,1
2011-02-16 12:02:00.000000121,18.9,2011-02-16 12:02:00 UTC,-74.010163,40.708902,-73.987847,40.749225,5
2012-07-09 07:54:34.0000003,38.5,2012-07-09 07:54:34 UTC,-73.86256800000001,40.769065000000005,-74.008287,40.705275,1
2013-03-11 09:31:00.000000169,8.5,2013-03-11 09:31:00 UTC,-73.983518,40.748147,-73.98987,40.725757,1
2014-11-06 23:10:00.000000202,7.0,2014-11-06 23:10:00 UTC,-73.97173000000001,40.75715,-73.98541,40.747,1
2014-12-13 18:37:00.00000089,8.5,2014-12-13 18:37:00 UTC,-73.983267,40.741622,-74.001337,40.731072,1
2009-01-27 11:55:16.0000002,7.7,2009-01-27 11:55:16 UTC,-73.991197,40.751257,-73.975178,40.750687,1
2010-12-03 22:08:47.0000002,5.7,2010-12-03 22:08:47 UTC,-74.0029,40.760422,-73.988729,40.761702,2
2013-12-14 02:04:00.000000200,4.5,2013-12-14 02:04:00 UTC,-73.98384,40.72957,-73.989737,40.725755,2
2012-03-12 06:57:20.0000002,7.7,2012-03-12 06:57:20 UTC,-73.957788,40.761912,-73.97675699999999,40.75214,1
2013-01-17 23:42:16.0000001,45.0,2013-01-17 23:42:16 UTC,-73.999081,40.754489,-73.863401,40.667613,1
2013-05-25 02:42:55.0000002,8.0,2013-05-25 02:42:55 UTC,-73.99563,40.720941,-73.961689,40.709743,2
2009-08-26 15:59:53.0000001,4.5,2009-08-26 15:59:53 UTC,-73.991315,40.751183000000005,-74.003637,40.753584,1
2012-01-18 13:52:00.00000031,5.7,2012-01-18 13:52:00 UTC,-73.978617,40.748468,-73.97588499999999,40.75505,2
2010-04-17 23:43:40.0000005,9.7,2010-04-17 23:43:40 UTC,-74.00209699999999,40.734732,-73.972335,40.756477,2
2010-10-31 01:12:41.0000002,10.9,2010-10-31 01:12:41 UTC,-74.005771,40.736004,-73.989396,40.718013,1
2010-11-10 16:44:00.000000151,5.7,2010-11-10 16:44:00 UTC,-74.00721999999999,40.727557,-73.994682,40.750242,1
2014-01-18 23:03:00.000000100,4.0,2014-01-18 23:03:00 UTC,-74.005432,40.736957,-73.99864000000001,40.744997,1
2009-08-20 13:25:00.00000063,4.9,2009-08-20 13:25:00 UTC,-73.989897,40.750725,-73.988952,40.755345,3
2009-10-01 06:43:42.0000001,31.2,2009-10-01 06:43:42 UTC,-73.975427,40.757116,-73.86509000000001,40.770561,1
2009-10-06 18:24:14.0000005,13.3,2009-10-06 18:24:14 UTC,-73.98769899999999,40.757444,-73.99664399999999,40.719542,1
2010-02-13 01:52:11.0000003,11.7,2010-02-13 01:52:11 UTC,0.0,0.0,0.0,0.0,1
2011-05-09 13:06:40.0000001,8.9,2011-05-09 13:06:40 UTC,-74.008557,40.72074,-73.981338,40.728984,1
2012-07-22 16:36:14.0000003,4.5,2012-07-22 16:36:14 UTC,-73.926383,40.808057,-73.93513,40.814371,1
2012-09-08 05:19:00.0000007,20.0,2012-09-08 05:19:00 UTC,-73.996222,40.738397,-73.945933,40.792682,2
2015-03-01 02:08:36.0000003,7.0,2015-03-01 02:08:36 UTC,-73.9864273071289,40.72238540649415,-73.99151611328125,40.73523330688477,1
2009-03-18 19:47:00.000000215,4.5,2009-03-18 19:47:00 UTC,-73.995892,40.74389,-74.004377,40.734933000000005,5
2012-09-10 14:39:00.00000023,16.5,2012-09-10 14:39:00 UTC,-73.988522,40.737147,-73.986408,40.776832,1
2011-11-01 09:52:40.0000001,12.9,2011-11-01 09:52:40 UTC,-73.98138399999999,40.780106,-73.97135300000001,40.758763,1
2012-04-20 15:36:33.0000005,34.1,2012-04-20 15:36:33 UTC,-73.873254,40.773999,-73.983536,40.762902,1
2014-08-11 19:37:00.000000174,57.33,2014-08-11 19:37:00 UTC,-73.776477,40.64629,-73.776477,40.64629,2
2010-06-15 01:06:00.00000045,8.9,2010-06-15 01:06:00 UTC,-73.788498,40.65458,-73.752772,40.6617,1
2014-02-07 22:43:37.0000002,13.0,2014-02-07 22:43:37 UTC,-73.98571700000001,40.767798,-73.959253,40.80919,1
2012-03-29 18:39:00.00000032,9.7,2012-03-29 18:39:00 UTC,-73.98011,40.75182,-73.950907,40.775948,1
2013-01-16 19:55:00.000000277,11.0,2013-01-16 19:55:00 UTC,-73.987055,40.744762,-74.007825,40.716325,3
2014-12-23 20:50:00.000000149,5.5,2014-12-23 20:50:00 UTC,-73.96770500000001,40.759890000000006,-73.95623,40.768088,1
2011-05-05 20:30:00.000000258,4.9,2011-05-05 20:30:00 UTC,-73.975245,40.763207,-73.96342800000001,40.77076,1
2009-08-10 18:12:00.00000073,9.3,2009-08-10 18:12:00 UTC,-73.966555,40.769955,-73.97153,40.74431,3
2010-04-16 20:35:21.0000004,8.5,2010-04-16 20:35:21 UTC,-73.944602,40.815676,-73.917888,40.806313,1
2013-01-31 22:14:00.00000013,4.5,2013-01-31 22:14:00 UTC,-73.985247,40.727532,-73.97957199999999,40.735312,1
2011-10-10 07:32:00.00000027,11.3,2011-10-10 07:32:00 UTC,-73.974097,40.759455,-74.009692,40.722595,1
2012-03-13 21:24:00.000000126,13.7,2012-03-13 21:24:00 UTC,-73.977078,40.750085,-74.01442,40.716932,1
2012-01-06 06:51:46.0000004,6.9,2012-01-06 06:51:46 UTC,-73.990062,40.756634000000005,-73.971327,40.758445,1
2012-07-31 07:20:31.0000001,8.1,2012-07-31 07:20:31 UTC,-73.91848900000001,40.754256,-73.969701,40.748919,1
2013-01-02 21:00:00.000000161,11.0,2013-01-02 21:00:00 UTC,-73.97426999999999,40.756035,-73.96899,40.785887,1
2011-07-06 08:56:49.0000005,6.9,2011-07-06 08:56:49 UTC,-73.967169,40.756601,-73.980451,40.756584,2
2013-08-27 18:55:00.000000126,4.5,2013-08-27 18:55:00 UTC,-73.958917,40.77215,-73.956942,40.780182,2
2010-04-20 19:31:00.00000062,6.1,2010-04-20 19:31:00 UTC,-73.983305,40.748403,-73.99111500000001,40.765688,1
2011-01-22 23:24:00.000000210,7.7,2011-01-22 23:24:00 UTC,-73.96902299999999,40.785718,-73.992152,40.769105,5
2011-08-15 20:36:40.0000002,12.9,2011-08-15 20:36:40 UTC,-73.95235100000001,40.789832,-73.97233299999999,40.745006,1
2012-07-05 12:23:00.000000148,8.1,2012-07-05 12:23:00 UTC,-73.993822,40.732997,-73.9847,40.742632,1
2009-10-16 22:54:39.0000003,35.07,2009-10-16 22:54:39 UTC,-73.994618,40.739409,-73.93643900000001,40.629948,1
2010-08-30 19:58:00.0000001,12.1,2010-08-30 19:58:00 UTC,-73.99786800000001,40.713628,-73.98944499999999,40.756853,4
2011-08-04 18:39:50.0000001,9.3,2011-08-04 18:39:50 UTC,-73.981206,40.757788,-73.99431700000001,40.754246,1
2014-01-09 21:55:00.00000024,21.5,2014-01-09 21:55:00 UTC,-74.00156199999999,40.741032,-73.95868,40.719377,1
2011-09-18 14:41:56.0000003,6.9,2011-09-18 14:41:56 UTC,-73.992014,40.764244,-73.981024,40.781859,2
2014-01-30 21:38:00.000000111,10.0,2014-01-30 21:38:00 UTC,-73.98205300000001,40.77331,-73.955055,40.781017,1
2014-09-03 15:29:00.00000047,8.5,2014-09-03 15:29:00 UTC,-73.999112,40.72521,-74.007372,40.740927,1
2015-02-22 12:46:09.0000005,26.5,2015-02-22 12:46:09 UTC,-74.01361846923827,40.71653366088867,-73.94696807861328,40.77207565307617,1
2010-08-08 16:47:00.000000138,4.5,2010-08-08 16:47:00 UTC,-73.97586700000001,40.760282,-73.980965,40.753368,5
2011-09-10 23:51:43.0000003,6.9,2011-09-10 23:51:43 UTC,-73.983855,40.744069,-74.005639,40.740089000000005,3
2010-03-12 13:30:00.00000044,6.5,2010-03-12 13:30:00 UTC,-73.973112,40.761903,-73.952725,40.766447,1
